id, name1, name2, name3, name4, name5, note1, note2, note3, note4, note5, note 6, note7, note8, note9, note10, isProper, isCS, isProperWithOrigin, isCSWithOrigin, scaleSize, 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27
8900,5,13,15,19,27,513/512,65/64,135/128,285/256,75/64,351/256,95/64,195/128,405/256,247/128,false,false,false,false,10,0,0,1,0,0,0,1,1,0,1,0,0,0,1
8904,7,13,15,19,27,513/512,133/128,285/256,351/256,91/64,189/128,195/128,405/256,105/64,247/128,false,false,false,false,10,0,0,0,1,0,0,1,1,0,1,0,0,0,1
8912,9,13,15,19,27,513/512,135/128,285/256,171/128,351/256,195/128,405/256,117/64,243/128,247/128,false,false,false,false,10,0,0,0,0,1,0,1,1,0,1,0,0,0,1
8928,11,13,15,19,27,513/512,285/256,143/128,297/256,165/128,351/256,195/128,405/256,209/128,247/128,false,false,false,false,10,0,0,0,0,0,1,1,1,0,1,0,0,0,1
8963,1,3,17,19,27,513/512,17/16,19/16,323/256,81/64,3/2,51/32,27/16,57/32,459/256,false,false,false,false,10,1,1,0,0,0,0,0,0,1,1,0,0,0,1
8965,1,5,17,19,27,513/512,135/128,17/16,19/16,5/4,323/256,85/64,95/64,27/16,459/256,false,false,false,false,10,1,0,1,0,0,0,0,0,1,1,0,0,0,1
8966,3,5,17,19,27,513/512,135/128,323/256,81/64,85/64,95/64,51/32,57/32,459/256,15/8,false,false,false,false,10,0,1,1,0,0,0,0,0,1,1,0,0,0,1
8969,1,7,17,19,27,513/512,133/128,17/16,19/16,323/256,189/128,27/16,7/4,459/256,119/64,false,false,false,false,10,1,0,0,1,0,0,0,0,1,1,0,0,0,1
8970,3,7,17,19,27,513/512,133/128,323/256,81/64,21/16,189/128,51/32,57/32,459/256,119/64,false,false,false,false,10,0,1,0,1,0,0,0,0,1,1,0,0,0,1
8972,5,7,17,19,27,513/512,133/128,135/128,35/32,323/256,85/64,189/128,95/64,459/256,119/64,false,false,false,false,10,0,0,1,1,0,0,0,0,1,1,0,0,0,1
8977,1,9,17,19,27,513/512,17/16,9/8,19/16,153/128,323/256,171/128,27/16,459/256,243/128,false,false,false,false,10,1,0,0,0,1,0,0,0,1,1,0,0,0,1
8978,3,9,17,19,27,513/512,153/128,323/256,81/64,171/128,51/32,27/16,57/32,459/256,243/128,false,false,false,false,10,0,1,0,0,1,0,0,0,1,1,0,0,0,1
8980,5,9,17,19,27,513/512,135/128,153/128,323/256,85/64,171/128,45/32,95/64,459/256,243/128,false,false,false,false,10,0,0,1,0,1,0,0,0,1,1,0,0,0,1
8984,7,9,17,19,27,513/512,133/128,153/128,323/256,171/128,189/128,459/256,119/64,243/128,63/32,false,false,false,false,10,0,0,0,1,1,0,0,0,1,1,0,0,0,1
8993,1,11,17,19,27,513/512,17/16,297/256,19/16,323/256,11/8,187/128,209/128,27/16,459/256,false,false,false,false,10,1,0,0,0,0,1,0,0,1,1,0,0,0,1
8994,3,11,17,19,27,513/512,33/32,297/256,323/256,81/64,187/128,51/32,209/128,57/32,459/256,false,false,false,false,10,0,1,0,0,0,1,0,0,1,1,0,0,0,1
8996,5,11,17,19,27,513/512,135/128,297/256,323/256,85/64,187/128,95/64,209/128,55/32,459/256,false,false,false,true,10,0,0,1,0,0,1,0,0,1,1,0,0,0,1
9000,7,11,17,19,27,513/512,133/128,297/256,77/64,323/256,187/128,189/128,209/128,459/256,119/64,false,false,false,false,10,0,0,0,1,0,1,0,0,1,1,0,0,0,1
9008,9,11,17,19,27,513/512,297/256,153/128,323/256,171/128,187/128,99/64,209/128,459/256,243/128,false,false,false,false,10,0,0,0,0,1,1,0,0,1,1,0,0,0,1
9025,1,13,17,19,27,513/512,17/16,19/16,323/256,351/256,13/8,27/16,221/128,459/256,247/128,false,false,false,false,10,1,0,0,0,0,0,1,0,1,1,0,0,0,1
9026,3,13,17,19,27,513/512,39/32,323/256,81/64,351/256,51/32,221/128,57/32,459/256,247/128,false,false,false,false,10,0,1,0,0,0,0,1,0,1,1,0,0,0,1
9028,5,13,17,19,27,513/512,65/64,135/128,323/256,85/64,351/256,95/64,221/128,459/256,247/128,false,false,false,false,10,0,0,1,0,0,0,1,0,1,1,0,0,0,1
9032,7,13,17,19,27,513/512,133/128,323/256,351/256,91/64,189/128,221/128,459/256,119/64,247/128,false,false,false,false,10,0,0,0,1,0,0,1,0,1,1,0,0,0,1
9040,9,13,17,19,27,513/512,153/128,323/256,171/128,351/256,221/128,459/256,117/64,243/128,247/128,false,false,false,false,10,0,0,0,0,1,0,1,0,1,1,0,0,0,1
9056,11,13,17,19,27,513/512,143/128,297/256,323/256,351/256,187/128,209/128,221/128,459/256,247/128,false,false,false,false,10,0,0,0,0,0,1,1,0,1,1,0,0,0,1
9089,1,15,17,19,27,513/512,17/16,285/256,19/16,323/256,405/256,27/16,459/256,15/8,255/128,false,false,false,false,10,1,0,0,0,0,0,0,1,1,1,0,0,0,1
9090,3,15,17,19,27,513/512,285/256,323/256,81/64,45/32,405/256,51/32,57/32,459/256,255/128,false,false,false,false,10,0,1,0,0,0,0,0,1,1,1,0,0,0,1
9092,5,15,17,19,27,513/512,135/128,285/256,75/64,323/256,85/64,95/64,405/256,459/256,255/128,false,false,false,false,10,0,0,1,0,0,0,0,1,1,1,0,0,0,1
9096,7,15,17,19,27,513/512,133/128,285/256,323/256,189/128,405/256,105/64,459/256,119/64,255/128,false,false,false,false,10,0,0,0,1,0,0,0,1,1,1,0,0,0,1
9104,9,15,17,19,27,513/512,135/128,285/256,153/128,323/256,171/128,405/256,459/256,243/128,255/128,false,false,false,false,10,0,0,0,0,1,0,0,1,1,1,0,0,0,1
9120,11,15,17,19,27,513/512,285/256,297/256,323/256,165/128,187/128,405/256,209/128,459/256,255/128,false,false,false,false,10,0,0,0,0,0,1,0,1,1,1,0,0,0,1
9152,13,15,17,19,27,513/512,285/256,323/256,351/256,195/128,405/256,221/128,459/256,247/128,255/128,false,false,false,false,10,0,0,0,0,0,0,1,1,1,1,0,0,0,1
9223,1,3,5,21,27,135/128,567/512,5/4,81/64,21/16,3/2,105/64,27/16,15/8,63/32,false,false,false,false,10,1,1,1,0,0,0,0,0,0,0,1,0,0,1
9227,1,3,7,21,27,567/512,147/128,81/64,21/16,189/128,3/2,27/16,7/4,63/32,null/null,false,true,false,false,9,1,1,0,1,0,0,0,0,0,0,1,0,0,1
9229,1,5,7,21,27,135/128,35/32,567/512,147/128,5/4,21/16,189/128,105/64,27/16,7/4,false,false,false,false,10,1,0,1,1,0,0,0,0,0,0,1,0,0,1
9230,3,5,7,21,27,135/128,35/32,567/512,147/128,81/64,21/16,189/128,105/64,15/8,63/32,false,false,false,false,10,0,1,1,1,0,0,0,0,0,0,1,0,0,1
9235,1,3,9,21,27,567/512,9/8,81/64,21/16,189/128,3/2,27/16,243/128,63/32,null/null,false,true,false,false,9,1,1,0,0,1,0,0,0,0,0,1,0,0,1
9237,1,5,9,21,27,135/128,567/512,9/8,5/4,21/16,45/32,189/128,105/64,27/16,243/128,false,false,false,false,10,1,0,1,0,1,0,0,0,0,0,1,0,0,1
9238,3,5,9,21,27,135/128,567/512,81/64,45/32,189/128,105/64,27/16,15/8,243/128,63/32,false,false,false,false,10,0,1,1,0,1,0,0,0,0,0,1,0,0,1
9241,1,7,9,21,27,567/512,9/8,147/128,21/16,189/128,27/16,7/4,243/128,63/32,null/null,false,false,false,false,9,1,0,0,1,1,0,0,0,0,0,1,0,0,1
9242,3,7,9,21,27,567/512,147/128,81/64,21/16,189/128,27/16,243/128,63/32,null/null,null/null,false,false,false,false,8,0,1,0,1,1,0,0,0,0,0,1,0,0,1
9244,5,7,9,21,27,135/128,35/32,567/512,147/128,45/32,189/128,105/64,243/128,63/32,null/null,false,false,false,false,9,0,0,1,1,1,0,0,0,0,0,1,0,0,1
9251,1,3,11,21,27,33/32,567/512,297/256,81/64,21/16,11/8,3/2,27/16,231/128,63/32,false,false,false,false,10,1,1,0,0,0,1,0,0,0,0,1,0,0,1
9253,1,5,11,21,27,135/128,567/512,297/256,5/4,21/16,11/8,105/64,27/16,55/32,231/128,false,false,false,false,10,1,0,1,0,0,1,0,0,0,0,1,0,0,1
9254,3,5,11,21,27,33/32,135/128,567/512,297/256,81/64,105/64,55/32,231/128,15/8,63/32,false,false,false,false,10,0,1,1,0,0,1,0,0,0,0,1,0,0,1
9257,1,7,11,21,27,567/512,147/128,297/256,77/64,21/16,11/8,189/128,27/16,7/4,231/128,false,false,false,false,10,1,0,0,1,0,1,0,0,0,0,1,0,0,1
9258,3,7,11,21,27,33/32,567/512,147/128,297/256,77/64,81/64,21/16,189/128,231/128,63/32,false,false,false,false,10,0,1,0,1,0,1,0,0,0,0,1,0,0,1
9260,5,7,11,21,27,135/128,35/32,567/512,147/128,297/256,77/64,189/128,105/64,55/32,231/128,false,false,false,false,10,0,0,1,1,0,1,0,0,0,0,1,0,0,1
9265,1,9,11,21,27,567/512,9/8,297/256,21/16,11/8,189/128,99/64,27/16,231/128,243/128,false,false,false,false,10,1,0,0,0,1,1,0,0,0,0,1,0,0,1
9266,3,9,11,21,27,33/32,567/512,297/256,81/64,189/128,99/64,27/16,231/128,243/128,63/32,false,false,false,false,10,0,1,0,0,1,1,0,0,0,0,1,0,0,1
9268,5,9,11,21,27,135/128,567/512,297/256,45/32,189/128,99/64,105/64,55/32,231/128,243/128,false,false,false,true,10,0,0,1,0,1,1,0,0,0,0,1,0,0,1
9272,7,9,11,21,27,567/512,147/128,297/256,77/64,189/128,99/64,231/128,243/128,63/32,null/null,false,false,false,false,9,0,0,0,1,1,1,0,0,0,0,1,0,0,1
9283,1,3,13,21,27,273/256,567/512,39/32,81/64,21/16,351/256,3/2,13/8,27/16,63/32,false,false,false,false,10,1,1,0,0,0,0,1,0,0,0,1,0,0,1
9285,1,5,13,21,27,65/64,135/128,273/256,567/512,5/4,21/16,351/256,13/8,105/64,27/16,false,false,false,false,10,1,0,1,0,0,0,1,0,0,0,1,0,0,1
9286,3,5,13,21,27,65/64,135/128,273/256,567/512,39/32,81/64,351/256,105/64,15/8,63/32,false,false,false,false,10,0,1,1,0,0,0,1,0,0,0,1,0,0,1
9289,1,7,13,21,27,273/256,567/512,147/128,21/16,351/256,91/64,189/128,13/8,27/16,7/4,false,false,false,false,10,1,0,0,1,0,0,1,0,0,0,1,0,0,1
9290,3,7,13,21,27,273/256,567/512,147/128,39/32,81/64,21/16,351/256,91/64,189/128,63/32,false,false,false,true,10,0,1,0,1,0,0,1,0,0,0,1,0,0,1
9292,5,7,13,21,27,65/64,135/128,273/256,35/32,567/512,147/128,351/256,91/64,189/128,105/64,false,false,false,false,10,0,0,1,1,0,0,1,0,0,0,1,0,0,1
9297,1,9,13,21,27,273/256,567/512,9/8,21/16,351/256,189/128,13/8,27/16,117/64,243/128,false,false,false,false,10,1,0,0,0,1,0,1,0,0,0,1,0,0,1
9298,3,9,13,21,27,273/256,567/512,39/32,81/64,351/256,189/128,27/16,117/64,243/128,63/32,false,false,false,false,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1
9300,5,9,13,21,27,65/64,135/128,273/256,567/512,351/256,45/32,189/128,105/64,117/64,243/128,false,false,false,false,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1
9304,7,9,13,21,27,273/256,567/512,147/128,351/256,91/64,189/128,117/64,243/128,63/32,null/null,false,false,false,false,9,0,0,0,1,1,0,1,0,0,0,1,0,0,1
9313,1,11,13,21,27,273/256,567/512,143/128,297/256,21/16,351/256,11/8,13/8,27/16,231/128,false,false,false,false,10,1,0,0,0,0,1,1,0,0,0,1,0,0,1
9314,3,11,13,21,27,33/32,273/256,567/512,143/128,297/256,39/32,81/64,351/256,231/128,63/32,false,false,false,false,10,0,1,0,0,0,1,1,0,0,0,1,0,0,1
9316,5,11,13,21,27,65/64,135/128,273/256,567/512,143/128,297/256,351/256,105/64,55/32,231/128,false,false,false,false,10,0,0,1,0,0,1,1,0,0,0,1,0,0,1
9320,7,11,13,21,27,273/256,567/512,143/128,147/128,297/256,77/64,351/256,91/64,189/128,231/128,false,false,false,false,10,0,0,0,1,0,1,1,0,0,0,1,0,0,1
9328,9,11,13,21,27,273/256,567/512,143/128,297/256,351/256,189/128,99/64,231/128,117/64,243/128,false,false,false,false,10,0,0,0,0,1,1,1,0,0,0,1,0,0,1
9347,1,3,15,21,27,567/512,315/256,81/64,21/16,45/32,3/2,405/256,27/16,15/8,63/32,false,false,false,false,10,1,1,0,0,0,0,0,1,0,0,1,0,0,1
9349,1,5,15,21,27,135/128,567/512,75/64,315/256,5/4,21/16,405/256,105/64,27/16,15/8,false,false,false,false,10,1,0,1,0,0,0,0,1,0,0,1,0,0,1
9350,3,5,15,21,27,135/128,567/512,75/64,315/256,81/64,45/32,405/256,105/64,15/8,63/32,false,false,false,false,10,0,1,1,0,0,0,0,1,0,0,1,0,0,1
9353,1,7,15,21,27,567/512,147/128,315/256,21/16,189/128,405/256,105/64,27/16,7/4,15/8,false,false,false,false,10,1,0,0,1,0,0,0,1,0,0,1,0,0,1
9354,3,7,15,21,27,567/512,147/128,315/256,81/64,21/16,45/32,189/128,405/256,105/64,63/32,false,false,false,false,10,0,1,0,1,0,0,0,1,0,0,1,0,0,1
9356,5,7,15,21,27,135/128,35/32,567/512,147/128,75/64,315/256,189/128,405/256,105/64,null/null,false,false,false,false,9,0,0,1,1,0,0,0,1,0,0,1,0,0,1
9361,1,9,15,21,27,135/128,567/512,9/8,315/256,21/16,189/128,405/256,27/16,15/8,243/128,false,false,false,false,10,1,0,0,0,1,0,0,1,0,0,1,0,0,1
9362,3,9,15,21,27,135/128,567/512,315/256,81/64,45/32,189/128,405/256,27/16,243/128,63/32,false,false,false,false,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1
9364,5,9,15,21,27,135/128,567/512,75/64,315/256,45/32,189/128,405/256,105/64,243/128,null/null,false,false,false,true,9,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9368,7,9,15,21,27,135/128,567/512,147/128,315/256,189/128,405/256,105/64,243/128,63/32,null/null,false,false,false,false,9,0,0,0,1,1,0,0,1,0,0,1,0,0,1
9377,1,11,15,21,27,567/512,297/256,315/256,165/128,21/16,11/8,405/256,27/16,231/128,15/8,false,false,false,false,10,1,0,0,0,0,1,0,1,0,0,1,0,0,1
9378,3,11,15,21,27,33/32,567/512,297/256,315/256,81/64,165/128,45/32,405/256,231/128,63/32,false,false,false,false,10,0,1,0,0,0,1,0,1,0,0,1,0,0,1
9380,5,11,15,21,27,135/128,567/512,297/256,75/64,315/256,165/128,405/256,105/64,55/32,231/128,false,false,false,false,10,0,0,1,0,0,1,0,1,0,0,1,0,0,1
9384,7,11,15,21,27,567/512,147/128,297/256,77/64,315/256,165/128,189/128,405/256,105/64,231/128,false,false,false,false,10,0,0,0,1,0,1,0,1,0,0,1,0,0,1
9392,9,11,15,21,27,135/128,567/512,297/256,315/256,165/128,189/128,99/64,405/256,231/128,243/128,false,false,false,false,10,0,0,0,0,1,1,0,1,0,0,1,0,0,1
9409,1,13,15,21,27,273/256,567/512,315/256,21/16,351/256,195/128,405/256,13/8,27/16,15/8,false,false,false,false,10,1,0,0,0,0,0,1,1,0,0,1,0,0,1
9410,3,13,15,21,27,273/256,567/512,39/32,315/256,81/64,351/256,45/32,195/128,405/256,63/32,false,false,false,false,10,0,1,0,0,0,0,1,1,0,0,1,0,0,1
9412,5,13,15,21,27,65/64,135/128,273/256,567/512,75/64,315/256,351/256,195/128,405/256,105/64,false,false,false,false,10,0,0,1,0,0,0,1,1,0,0,1,0,0,1
9416,7,13,15,21,27,273/256,567/512,147/128,315/256,351/256,91/64,189/128,195/128,405/256,105/64,false,false,false,false,10,0,0,0,1,0,0,1,1,0,0,1,0,0,1
9424,9,13,15,21,27,135/128,273/256,567/512,315/256,351/256,189/128,195/128,405/256,117/64,243/128,false,false,false,false,10,0,0,0,0,1,0,1,1,0,0,1,0,0,1
9440,11,13,15,21,27,273/256,567/512,143/128,297/256,315/256,165/128,351/256,195/128,405/256,231/128,false,false,false,false,10,0,0,0,0,0,1,1,1,0,0,1,0,0,1
9475,1,3,17,21,27,17/16,567/512,81/64,21/16,357/256,3/2,51/32,27/16,459/256,63/32,false,false,false,false,10,1,1,0,0,0,0,0,0,1,0,1,0,0,1
9477,1,5,17,21,27,135/128,17/16,567/512,5/4,21/16,85/64,357/256,105/64,27/16,459/256,false,false,false,false,10,1,0,1,0,0,0,0,0,1,0,1,0,0,1
9478,3,5,17,21,27,135/128,567/512,81/64,85/64,357/256,51/32,105/64,459/256,15/8,63/32,false,false,false,false,10,0,1,1,0,0,0,0,0,1,0,1,0,0,1
9481,1,7,17,21,27,17/16,567/512,147/128,21/16,357/256,189/128,27/16,7/4,459/256,119/64,false,false,false,false,10,1,0,0,1,0,0,0,0,1,0,1,0,0,1
9482,3,7,17,21,27,567/512,147/128,81/64,21/16,357/256,189/128,51/32,459/256,119/64,63/32,false,false,false,false,10,0,1,0,1,0,0,0,0,1,0,1,0,0,1
9484,5,7,17,21,27,135/128,35/32,567/512,147/128,85/64,357/256,189/128,105/64,459/256,119/64,false,false,false,false,10,0,0,1,1,0,0,0,0,1,0,1,0,0,1
9489,1,9,17,21,27,17/16,567/512,9/8,153/128,21/16,357/256,189/128,27/16,459/256,243/128,false,false,false,false,10,1,0,0,0,1,0,0,0,1,0,1,0,0,1
9490,3,9,17,21,27,567/512,153/128,81/64,357/256,189/128,51/32,27/16,459/256,243/128,63/32,false,false,false,false,10,0,1,0,0,1,0,0,0,1,0,1,0,0,1
9492,5,9,17,21,27,135/128,567/512,153/128,85/64,357/256,45/32,189/128,105/64,459/256,243/128,false,false,false,false,10,0,0,1,0,1,0,0,0,1,0,1,0,0,1
9496,7,9,17,21,27,567/512,147/128,153/128,357/256,189/128,459/256,119/64,243/128,63/32,null/null,false,false,false,false,9,0,0,0,1,1,0,0,0,1,0,1,0,0,1
9505,1,11,17,21,27,17/16,567/512,297/256,21/16,11/8,357/256,187/128,27/16,459/256,231/128,false,false,false,false,10,1,0,0,0,0,1,0,0,1,0,1,0,0,1
9506,3,11,17,21,27,33/32,567/512,297/256,81/64,357/256,187/128,51/32,459/256,231/128,63/32,false,false,false,false,10,0,1,0,0,0,1,0,0,1,0,1,0,0,1
9508,5,11,17,21,27,135/128,567/512,297/256,85/64,357/256,187/128,105/64,55/32,459/256,231/128,false,false,false,false,10,0,0,1,0,0,1,0,0,1,0,1,0,0,1
9512,7,11,17,21,27,567/512,147/128,297/256,77/64,357/256,187/128,189/128,459/256,231/128,119/64,false,false,false,false,10,0,0,0,1,0,1,0,0,1,0,1,0,0,1
9520,9,11,17,21,27,567/512,297/256,153/128,357/256,187/128,189/128,99/64,459/256,231/128,243/128,false,false,false,false,10,0,0,0,0,1,1,0,0,1,0,1,0,0,1
9537,1,13,17,21,27,17/16,273/256,567/512,21/16,351/256,357/256,13/8,27/16,221/128,459/256,false,false,false,false,10,1,0,0,0,0,0,1,0,1,0,1,0,0,1
9538,3,13,17,21,27,273/256,567/512,39/32,81/64,351/256,357/256,51/32,221/128,459/256,63/32,false,false,false,false,10,0,1,0,0,0,0,1,0,1,0,1,0,0,1
9540,5,13,17,21,27,65/64,135/128,273/256,567/512,85/64,351/256,357/256,105/64,221/128,459/256,false,false,false,false,10,0,0,1,0,0,0,1,0,1,0,1,0,0,1
9544,7,13,17,21,27,273/256,567/512,147/128,351/256,357/256,91/64,189/128,221/128,459/256,119/64,false,false,false,false,10,0,0,0,1,0,0,1,0,1,0,1,0,0,1
9552,9,13,17,21,27,273/256,567/512,153/128,351/256,357/256,189/128,221/128,459/256,117/64,243/128,false,false,false,false,10,0,0,0,0,1,0,1,0,1,0,1,0,0,1
9568,11,13,17,21,27,273/256,567/512,143/128,297/256,351/256,357/256,187/128,221/128,459/256,231/128,false,false,false,false,10,0,0,0,0,0,1,1,0,1,0,1,0,0,1
9601,1,15,17,21,27,17/16,567/512,315/256,21/16,357/256,405/256,27/16,459/256,15/8,255/128,false,false,false,false,10,1,0,0,0,0,0,0,1,1,0,1,0,0,1
9602,3,15,17,21,27,567/512,315/256,81/64,357/256,45/32,405/256,51/32,459/256,63/32,255/128,false,false,false,false,10,0,1,0,0,0,0,0,1,1,0,1,0,0,1
9604,5,15,17,21,27,135/128,567/512,75/64,315/256,85/64,357/256,405/256,105/64,459/256,255/128,false,false,false,false,10,0,0,1,0,0,0,0,1,1,0,1,0,0,1
9608,7,15,17,21,27,567/512,147/128,315/256,357/256,189/128,405/256,105/64,459/256,119/64,255/128,false,false,false,false,10,0,0,0,1,0,0,0,1,1,0,1,0,0,1
9616,9,15,17,21,27,135/128,567/512,153/128,315/256,357/256,189/128,405/256,459/256,243/128,255/128,false,false,false,false,10,0,0,0,0,1,0,0,1,1,0,1,0,0,1
9632,11,15,17,21,27,567/512,297/256,315/256,165/128,357/256,187/128,405/256,459/256,231/128,255/128,false,false,false,false,10,0,0,0,0,0,1,0,1,1,0,1,0,0,1
9664,13,15,17,21,27,273/256,567/512,315/256,351/256,357/256,195/128,405/256,221/128,459/256,255/128,false,false,false,false,10,0,0,0,0,0,0,1,1,1,0,1,0,0,1
9731,1,3,19,21,27,513/512,567/512,19/16,81/64,21/16,3/2,399/256,27/16,57/32,63/32,false,false,false,false,10,1,1,0,0,0,0,0,0,0,1,1,0,0,1
9733,1,5,19,21,27,513/512,135/128,567/512,19/16,5/4,21/16,95/64,399/256,105/64,27/16,false,false,false,false,10,1,0,1,0,0,0,0,0,0,1,1,0,0,1
9734,3,5,19,21,27,513/512,135/128,567/512,81/64,95/64,399/256,105/64,57/32,15/8,63/32,false,false,false,false,10,0,1,1,0,0,0,0,0,0,1,1,0,0,1
9737,1,7,19,21,27,513/512,133/128,567/512,147/128,19/16,21/16,189/128,399/256,27/16,7/4,false,false,false,false,10,1,0,0,1,0,0,0,0,0,1,1,0,0,1
9738,3,7,19,21,27,513/512,133/128,567/512,147/128,81/64,21/16,189/128,399/256,57/32,63/32,false,false,false,false,10,0,1,0,1,0,0,0,0,0,1,1,0,0,1
9740,5,7,19,21,27,513/512,133/128,135/128,35/32,567/512,147/128,189/128,95/64,399/256,105/64,false,false,false,false,10,0,0,1,1,0,0,0,0,0,1,1,0,0,1
9745,1,9,19,21,27,513/512,567/512,9/8,19/16,21/16,171/128,189/128,399/256,27/16,243/128,false,false,false,false,10,1,0,0,0,1,0,0,0,0,1,1,0,0,1
9746,3,9,19,21,27,513/512,567/512,81/64,171/128,189/128,399/256,27/16,57/32,243/128,63/32,false,false,false,false,10,0,1,0,0,1,0,0,0,0,1,1,0,0,1
9748,5,9,19,21,27,513/512,135/128,567/512,171/128,45/32,189/128,95/64,399/256,105/64,243/128,false,false,false,true,10,0,0,1,0,1,0,0,0,0,1,1,0,0,1
9752,7,9,19,21,27,513/512,133/128,567/512,147/128,171/128,189/128,399/256,243/128,63/32,null/null,false,false,false,false,9,0,0,0,1,1,0,0,0,0,1,1,0,0,1
9761,1,11,19,21,27,513/512,567/512,297/256,19/16,21/16,11/8,399/256,209/128,27/16,231/128,false,false,false,false,10,1,0,0,0,0,1,0,0,0,1,1,0,0,1
9762,3,11,19,21,27,513/512,33/32,567/512,297/256,81/64,399/256,209/128,57/32,231/128,63/32,false,false,false,false,10,0,1,0,0,0,1,0,0,0,1,1,0,0,1
9764,5,11,19,21,27,513/512,135/128,567/512,297/256,95/64,399/256,209/128,105/64,55/32,231/128,false,false,false,false,10,0,0,1,0,0,1,0,0,0,1,1,0,0,1
9768,7,11,19,21,27,513/512,133/128,567/512,147/128,297/256,77/64,189/128,399/256,209/128,231/128,false,false,false,false,10,0,0,0,1,0,1,0,0,0,1,1,0,0,1
9776,9,11,19,21,27,513/512,567/512,297/256,171/128,189/128,99/64,399/256,209/128,231/128,243/128,false,false,false,true,10,0,0,0,0,1,1,0,0,0,1,1,0,0,1
9793,1,13,19,21,27,513/512,273/256,567/512,19/16,21/16,351/256,399/256,13/8,27/16,247/128,false,false,false,false,10,1,0,0,0,0,0,1,0,0,1,1,0,0,1
9794,3,13,19,21,27,513/512,273/256,567/512,39/32,81/64,351/256,399/256,57/32,247/128,63/32,false,false,false,false,10,0,1,0,0,0,0,1,0,0,1,1,0,0,1
9796,5,13,19,21,27,513/512,65/64,135/128,273/256,567/512,351/256,95/64,399/256,105/64,247/128,false,false,false,false,10,0,0,1,0,0,0,1,0,0,1,1,0,0,1
9800,7,13,19,21,27,513/512,133/128,273/256,567/512,147/128,351/256,91/64,189/128,399/256,247/128,false,false,false,false,10,0,0,0,1,0,0,1,0,0,1,1,0,0,1
9808,9,13,19,21,27,513/512,273/256,567/512,171/128,351/256,189/128,399/256,117/64,243/128,247/128,false,false,false,false,10,0,0,0,0,1,0,1,0,0,1,1,0,0,1
9824,11,13,19,21,27,513/512,273/256,567/512,143/128,297/256,351/256,399/256,209/128,231/128,247/128,false,false,false,false,10,0,0,0,0,0,1,1,0,0,1,1,0,0,1
9857,1,15,19,21,27,513/512,567/512,285/256,19/16,315/256,21/16,399/256,405/256,27/16,15/8,false,false,false,false,10,1,0,0,0,0,0,0,1,0,1,1,0,0,1
9858,3,15,19,21,27,513/512,567/512,285/256,315/256,81/64,45/32,399/256,405/256,57/32,63/32,false,false,false,false,10,0,1,0,0,0,0,0,1,0,1,1,0,0,1
9860,5,15,19,21,27,513/512,135/128,567/512,285/256,75/64,315/256,95/64,399/256,405/256,105/64,false,false,false,false,10,0,0,1,0,0,0,0,1,0,1,1,0,0,1
9864,7,15,19,21,27,513/512,133/128,567/512,285/256,147/128,315/256,189/128,399/256,405/256,105/64,false,false,false,false,10,0,0,0,1,0,0,0,1,0,1,1,0,0,1
9872,9,15,19,21,27,513/512,135/128,567/512,285/256,315/256,171/128,189/128,399/256,405/256,243/128,false,false,false,false,10,0,0,0,0,1,0,0,1,0,1,1,0,0,1
9888,11,15,19,21,27,513/512,567/512,285/256,297/256,315/256,165/128,399/256,405/256,209/128,231/128,false,false,false,false,10,0,0,0,0,0,1,0,1,0,1,1,0,0,1
9920,13,15,19,21,27,513/512,273/256,567/512,285/256,315/256,351/256,195/128,399/256,405/256,247/128,false,false,false,false,10,0,0,0,0,0,0,1,1,0,1,1,0,0,1
9985,1,17,19,21,27,513/512,17/16,567/512,19/16,323/256,21/16,357/256,399/256,27/16,459/256,false,false,false,false,10,1,0,0,0,0,0,0,0,1,1,1,0,0,1
9986,3,17,19,21,27,513/512,567/512,323/256,81/64,357/256,399/256,51/32,57/32,459/256,63/32,false,false,false,false,10,0,1,0,0,0,0,0,0,1,1,1,0,0,1
9988,5,17,19,21,27,513/512,135/128,567/512,323/256,85/64,357/256,95/64,399/256,105/64,459/256,false,false,false,true,10,0,0,1,0,0,0,0,0,1,1,1,0,0,1
9992,7,17,19,21,27,513/512,133/128,567/512,147/128,323/256,357/256,189/128,399/256,459/256,119/64,false,false,false,false,10,0,0,0,1,0,0,0,0,1,1,1,0,0,1
10000,9,17,19,21,27,513/512,567/512,153/128,323/256,171/128,357/256,189/128,399/256,459/256,243/128,false,false,false,false,10,0,0,0,0,1,0,0,0,1,1,1,0,0,1
10016,11,17,19,21,27,513/512,567/512,297/256,323/256,357/256,187/128,399/256,209/128,459/256,231/128,false,false,false,false,10,0,0,0,0,0,1,0,0,1,1,1,0,0,1
10048,13,17,19,21,27,513/512,273/256,567/512,323/256,351/256,357/256,399/256,221/128,459/256,247/128,false,false,false,false,10,0,0,0,0,0,0,1,0,1,1,1,0,0,1
10112,15,17,19,21,27,513/512,567/512,285/256,315/256,323/256,357/256,399/256,405/256,459/256,255/128,false,false,false,false,10,0,0,0,0,0,0,0,1,1,1,1,0,0,1
